epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,116.525,1.16202,0.74665,1.06795,0.90255,0.88636,0.90595,0.52358,1.50318,0.84323,1.21399,0.0014456,0.0014456,0.0014456
30,120.415,1.13277,0.73575,1.04539,0.94978,0.84091,0.92245,0.50571,1.55576,0.7694,1.22608,0.0014258,0.0014258,0.0014258
31,124.243,1.17796,0.75264,1.06986,0.89052,0.81818,0.92123,0.49676,1.54121,0.92442,1.31397,0.001406,0.001406,0.001406
32,128.14,1.14775,0.72865,1.05199,0.92943,0.89806,0.94779,0.52564,1.4534,0.85542,1.23862,0.0013862,0.0013862,0.0013862
33,131.939,1.15527,0.68309,1.07335,0.92964,0.90099,0.93541,0.50636,1.53489,0.77305,1.29757,0.0013664,0.0013664,0.0013664
34,135.836,1.09147,0.68973,1.05712,0.9192,0.84091,0.88301,0.51069,1.46804,0.79241,1.23437,0.0013466,0.0013466,0.0013466
35,139.668,1.15667,0.73726,1.05392,0.83701,0.95455,0.89535,0.47098,1.55424,0.86193,1.35768,0.0013268,0.0013268,0.0013268
36,143.63,1.15823,0.71599,1.06676,0.87917,0.86364,0.8767,0.4968,1.58363,0.84641,1.36296,0.001307,0.001307,0.001307
37,147.491,1.06602,0.69606,1.0405,0.83677,0.86364,0.80777,0.46829,1.57814,0.86887,1.34242,0.0012872,0.0012872,0.0012872
38,151.485,1.1601,0.71387,1.05992,0.84684,0.87977,0.86271,0.49341,1.65583,0.8085,1.41383,0.0012674,0.0012674,0.0012674
39,155.353,1.12624,0.70501,1.04143,0.90383,0.86364,0.87102,0.51313,1.5937,0.81518,1.368,0.0012476,0.0012476,0.0012476
40,159.228,1.11412,0.69278,1.06403,0.8747,0.84091,0.89177,0.49171,1.643,0.79114,1.29222,0.0012278,0.0012278,0.0012278
41,162.99,1.02119,0.64315,1.01433,0.90164,0.83351,0.88117,0.48703,1.7516,0.79702,1.36029,0.001208,0.001208,0.001208
42,166.941,1.07392,0.66279,1.03934,0.81572,0.84091,0.86312,0.48901,1.64829,0.81409,1.34548,0.0011882,0.0011882,0.0011882
43,170.762,1.0201,0.64031,0.99876,0.85213,0.84091,0.89457,0.51448,1.46295,0.8266,1.27576,0.0011684,0.0011684,0.0011684
44,174.699,1.09198,0.67536,1.03971,0.87297,0.78109,0.86624,0.48166,1.52377,0.82511,1.3422,0.0011486,0.0011486,0.0011486
45,178.521,1.01395,0.65986,1.01785,0.81439,0.89759,0.89711,0.49851,1.46717,0.88317,1.33388,0.0011288,0.0011288,0.0011288
46,182.516,1.09341,0.66255,1.04064,0.81351,0.90909,0.91816,0.50075,1.58758,0.82274,1.30579,0.001109,0.001109,0.001109
47,186.372,1.02313,0.64875,0.99715,0.84131,0.88636,0.9017,0.5099,1.4915,0.80059,1.22506,0.0010892,0.0010892,0.0010892
48,190.332,1.02756,0.64378,1.01837,0.88304,0.79545,0.8348,0.49637,1.41077,0.7923,1.23145,0.0010694,0.0010694,0.0010694
49,194.283,1.02426,0.61995,1.00009,0.90186,0.79545,0.85943,0.51413,1.47163,0.77182,1.28646,0.0010496,0.0010496,0.0010496
50,198.283,0.98088,0.62011,0.9956,0.91811,0.88636,0.91228,0.50365,1.54327,0.70568,1.28462,0.0010298,0.0010298,0.0010298
51,202.247,1.03774,0.64357,1.0253,0.88009,0.83412,0.8972,0.50815,1.50289,0.7121,1.29272,0.00101,0.00101,0.00101
52,206.2,1.01509,0.61221,1.02101,0.86713,0.88996,0.92429,0.51345,1.45783,0.78076,1.29933,0.0009902,0.0009902,0.0009902
53,210.231,0.99525,0.60486,1.02162,0.88556,0.86364,0.91313,0.50383,1.56089,0.76414,1.28999,0.0009704,0.0009704,0.0009704
54,214.192,0.99086,0.60518,1.00566,0.83843,0.86364,0.89094,0.51322,1.4412,0.74632,1.22212,0.0009506,0.0009506,0.0009506
55,218.115,0.93813,0.57966,1.00864,0.86887,0.90909,0.904,0.49706,1.48662,0.72182,1.24859,0.0009308,0.0009308,0.0009308
56,222.083,0.95858,0.60522,0.96716,0.87679,0.88636,0.88772,0.51117,1.48055,0.74583,1.25163,0.000911,0.000911,0.000911
57,225.986,0.96668,0.59921,0.98887,0.88088,0.88636,0.90523,0.51676,1.58378,0.76568,1.33969,0.0008912,0.0008912,0.0008912
58,229.878,0.99419,0.60414,0.99006,0.85396,0.93182,0.93098,0.55522,1.4899,0.73993,1.26201,0.0008714,0.0008714,0.0008714
59,233.834,0.97482,0.58943,0.99899,0.86186,0.90909,0.89503,0.52331,1.50174,0.71067,1.30515,0.0008516,0.0008516,0.0008516
60,237.776,0.92469,0.58459,0.97425,0.80579,0.84877,0.87493,0.49325,1.50768,0.75312,1.37021,0.0008318,0.0008318,0.0008318
61,241.949,0.94255,0.57426,0.97647,0.86394,0.77273,0.83699,0.49552,1.4916,0.79177,1.35374,0.000812,0.000812,0.000812
62,245.986,0.90169,0.5641,0.97752,0.85498,0.95455,0.93262,0.51413,1.49489,0.74312,1.34471,0.0007922,0.0007922,0.0007922
63,249.957,0.92969,0.56071,0.96998,0.88517,0.93182,0.93101,0.50335,1.50168,0.75495,1.27928,0.0007724,0.0007724,0.0007724
64,254.005,0.93317,0.56815,0.97521,0.86745,0.93182,0.90863,0.52473,1.50526,0.71106,1.36849,0.0007526,0.0007526,0.0007526
65,257.996,0.88699,0.54197,0.97814,0.87032,0.91526,0.90887,0.52569,1.48545,0.70872,1.36721,0.0007328,0.0007328,0.0007328
66,261.985,0.93254,0.5834,0.97918,0.93019,0.90845,0.93925,0.50383,1.53964,0.69208,1.34768,0.000713,0.000713,0.000713
67,265.892,0.92193,0.55446,0.96617,0.9069,0.88556,0.91935,0.50846,1.57945,0.71384,1.34534,0.0006932,0.0006932,0.0006932
68,269.837,0.88651,0.5456,0.96074,0.90663,0.88282,0.89611,0.49963,1.56188,0.74533,1.32405,0.0006734,0.0006734,0.0006734
69,273.735,0.88141,0.53352,0.97412,0.87939,0.88636,0.90563,0.5088,1.50736,0.71284,1.32068,0.0006536,0.0006536,0.0006536
70,277.842,0.85145,0.51527,0.95555,0.87897,0.88636,0.9286,0.52188,1.47819,0.70611,1.30604,0.0006338,0.0006338,0.0006338
71,281.815,0.91679,0.55662,0.98431,0.88357,0.86243,0.91466,0.51995,1.47873,0.69684,1.30816,0.000614,0.000614,0.000614
72,285.96,0.86442,0.53256,0.9582,0.85174,0.86364,0.90578,0.52431,1.4615,0.71609,1.30182,0.0005942,0.0005942,0.0005942
73,289.93,0.91606,0.53891,0.97465,0.85034,0.90402,0.9003,0.53332,1.43011,0.7353,1.30086,0.0005744,0.0005744,0.0005744
74,293.985,0.87397,0.52318,0.95981,0.84592,0.86364,0.90497,0.53643,1.4857,0.72281,1.32613,0.0005546,0.0005546,0.0005546
75,297.985,0.87916,0.53495,0.96478,0.88141,0.90909,0.94381,0.55859,1.46669,0.68081,1.29333,0.0005348,0.0005348,0.0005348
76,302.15,0.86234,0.52422,0.96684,0.97285,0.81461,0.93727,0.53896,1.47062,0.6779,1.27504,0.000515,0.000515,0.000515
77,306.132,0.84921,0.50038,0.94422,0.93349,0.81818,0.90424,0.54182,1.42299,0.70048,1.2777,0.0004952,0.0004952,0.0004952
78,310.144,0.83134,0.52043,0.93742,0.90967,0.81818,0.9142,0.51862,1.45727,0.72951,1.26948,0.0004754,0.0004754,0.0004754
79,314.124,0.86326,0.52499,0.96094,0.90191,0.84091,0.91227,0.53036,1.42322,0.69318,1.2621,0.0004556,0.0004556,0.0004556
80,318.087,0.80127,0.51706,0.94264,0.89823,0.86364,0.90024,0.53808,1.43048,0.66048,1.28562,0.0004358,0.0004358,0.0004358
81,322.043,0.8165,0.51198,0.94145,0.84531,0.88636,0.9153,0.5279,1.4543,0.67966,1.31686,0.000416,0.000416,0.000416
82,326.084,0.84904,0.5108,0.95235,0.84636,0.87649,0.90815,0.51444,1.51044,0.69293,1.31889,0.0003962,0.0003962,0.0003962
83,329.98,0.82791,0.49685,0.93828,0.88432,0.88636,0.90815,0.53645,1.45842,0.69655,1.29095,0.0003764,0.0003764,0.0003764
84,333.977,0.83434,0.51268,0.95662,0.84395,0.88636,0.88787,0.51904,1.47473,0.70486,1.33708,0.0003566,0.0003566,0.0003566
85,337.942,0.81654,0.49371,0.94514,0.8578,0.86364,0.89274,0.53201,1.47833,0.71461,1.3266,0.0003368,0.0003368,0.0003368
86,342,0.81814,0.49741,0.94183,0.85796,0.86364,0.90423,0.54197,1.48188,0.69416,1.3506,0.000317,0.000317,0.000317
87,346.084,0.7939,0.50106,0.94015,0.86694,0.86364,0.91529,0.5393,1.49939,0.69782,1.36321,0.0002972,0.0002972,0.0002972
88,350.235,0.77866,0.48203,0.92932,0.88208,0.85018,0.89097,0.54236,1.46902,0.69861,1.33422,0.0002774,0.0002774,0.0002774
89,354.201,0.79665,0.49103,0.93864,0.86928,0.86364,0.92089,0.53755,1.43465,0.69747,1.3205,0.0002576,0.0002576,0.0002576
90,358.343,0.78337,0.47805,0.9244,0.82896,0.88131,0.92419,0.53586,1.43636,0.69249,1.32722,0.0002378,0.0002378,0.0002378
91,413.432,1.04357,0.60355,1.02934,0.82943,0.88636,0.90293,0.52287,1.4901,0.70229,1.36478,0.000218,0.000218,0.000218
92,417.245,1.03748,0.56017,1.04141,0.84709,0.88142,0.90932,0.53465,1.48191,0.69077,1.35312,0.0001982,0.0001982,0.0001982
93,420.967,1.02814,0.55431,1.04557,0.82169,0.90909,0.90502,0.53139,1.47292,0.69968,1.33596,0.0001784,0.0001784,0.0001784
94,424.746,0.98384,0.52785,1.01785,0.84468,0.90909,0.90485,0.5549,1.45348,0.71836,1.33155,0.0001586,0.0001586,0.0001586
95,428.537,0.97529,0.51736,1.02223,0.82878,0.88018,0.88323,0.55376,1.45078,0.71309,1.32398,0.0001388,0.0001388,0.0001388
96,432.361,0.97746,0.534,0.99111,0.81893,0.86364,0.88896,0.53496,1.4541,0.70441,1.30062,0.000119,0.000119,0.000119
97,436.074,0.97747,0.51379,1.01013,0.85389,0.81818,0.90449,0.52733,1.45507,0.70934,1.29954,9.92e-05,9.92e-05,9.92e-05
98,439.834,0.96414,0.51911,1.00166,0.84145,0.86364,0.91135,0.52963,1.44506,0.71023,1.28848,7.94e-05,7.94e-05,7.94e-05
99,443.61,0.93244,0.50597,1.0165,0.84155,0.86364,0.9022,0.5421,1.42813,0.70423,1.27147,5.96e-05,5.96e-05,5.96e-05
100,447.439,0.94041,0.51452,1.00198,0.84124,0.86364,0.90057,0.53919,1.42302,0.70939,1.26726,3.98e-05,3.98e-05,3.98e-05
