epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,112.552,1.21738,0.7321,1.04092,0.84629,0.87604,0.87414,0.49007,1.52264,0.86471,1.28447,0.0012872,0.0012872,0.0012872
38,115.493,1.21428,0.74275,1.08153,0.91594,0.79545,0.85077,0.47827,1.56427,0.9501,1.27759,0.0012674,0.0012674,0.0012674
39,118.477,1.17358,0.72824,1.07844,0.87928,0.82779,0.88681,0.53043,1.4332,0.83734,1.27002,0.0012476,0.0012476,0.0012476
40,121.444,1.16299,0.72409,1.05345,0.90892,0.84091,0.86516,0.4843,1.53594,0.8759,1.28404,0.0012278,0.0012278,0.0012278
41,124.355,1.15278,0.71664,1.04498,0.94594,0.81818,0.86393,0.50345,1.4839,0.92269,1.25354,0.001208,0.001208,0.001208
42,127.307,1.11605,0.68442,1.03802,0.92544,0.84635,0.85317,0.51115,1.44498,0.86583,1.23267,0.0011882,0.0011882,0.0011882
43,130.225,1.14756,0.71084,1.04802,0.94474,0.86364,0.88948,0.54436,1.37455,0.76792,1.20967,0.0011684,0.0011684,0.0011684
44,133.214,1.18125,0.70888,1.04239,0.93168,0.84091,0.89134,0.50812,1.45828,0.92249,1.26427,0.0011486,0.0011486,0.0011486
45,136.156,1.14897,0.68291,1.04366,0.88041,0.88636,0.88264,0.509,1.43508,0.77723,1.22508,0.0011288,0.0011288,0.0011288
46,139.156,1.15853,0.69852,1.04397,0.92654,0.86007,0.88819,0.51977,1.43978,0.86284,1.24006,0.001109,0.001109,0.001109
47,142.031,1.15237,0.69313,1.0527,0.88174,0.90909,0.8985,0.47409,1.51148,0.83256,1.29685,0.0010892,0.0010892,0.0010892
48,145.028,1.10791,0.67958,1.01367,0.86555,0.87802,0.87155,0.46679,1.52563,0.82077,1.29575,0.0010694,0.0010694,0.0010694
49,148.009,1.11463,0.6633,1.02854,0.90619,0.87833,0.90434,0.54012,1.40116,0.74447,1.22951,0.0010496,0.0010496,0.0010496
50,151.071,1.10702,0.65688,1.02821,0.88018,0.83487,0.86033,0.48914,1.5225,0.81175,1.27748,0.0010298,0.0010298,0.0010298
51,154.04,1.11888,0.67851,1.03254,0.80752,0.86364,0.8436,0.47737,1.60866,0.87495,1.23431,0.00101,0.00101,0.00101
52,157.194,1.09478,0.66319,1.00847,0.8884,0.86364,0.85927,0.50907,1.53641,0.8656,1.27265,0.0009902,0.0009902,0.0009902
53,160.57,1.12665,0.67391,1.031,0.88359,0.84091,0.87745,0.51349,1.47695,0.79435,1.26017,0.0009704,0.0009704,0.0009704
54,163.71,1.08394,0.63531,1.01777,0.86227,0.85386,0.89375,0.51802,1.41128,0.77126,1.2763,0.0009506,0.0009506,0.0009506
55,166.59,1.1396,0.66639,1.01765,0.8872,0.84091,0.87891,0.5172,1.43499,0.75893,1.26865,0.0009308,0.0009308,0.0009308
56,169.467,1.09062,0.63588,1.03287,0.86311,0.85985,0.87422,0.51925,1.46497,0.73531,1.29101,0.000911,0.000911,0.000911
57,172.322,1.04348,0.62936,0.99529,0.86318,0.86034,0.85647,0.50321,1.46055,0.74349,1.2484,0.0008912,0.0008912,0.0008912
58,175.252,1.08013,0.66796,1.01857,0.80593,0.84954,0.85949,0.49247,1.47343,0.75779,1.21282,0.0008714,0.0008714,0.0008714
59,178.138,1.03393,0.62019,0.99394,0.82226,0.86364,0.85718,0.49693,1.44654,0.77599,1.20431,0.0008516,0.0008516,0.0008516
60,181.065,1.07838,0.64585,1.02654,0.82971,0.90909,0.8839,0.53732,1.36758,0.71267,1.18643,0.0008318,0.0008318,0.0008318
61,183.959,1.00012,0.60155,1.00441,0.84339,0.90909,0.90737,0.51914,1.39948,0.73165,1.2234,0.000812,0.000812,0.000812
62,186.991,1.05728,0.61108,1.00496,0.87349,0.78474,0.84874,0.49974,1.44352,0.77597,1.25292,0.0007922,0.0007922,0.0007922
63,189.928,0.99877,0.60243,0.98135,0.86715,0.81818,0.87981,0.51925,1.43758,0.78248,1.23705,0.0007724,0.0007724,0.0007724
64,193.167,1.02382,0.59847,0.99846,0.8835,0.86186,0.87186,0.51554,1.43386,0.73696,1.209,0.0007526,0.0007526,0.0007526
65,196.838,1.05362,0.60241,1.00213,0.87236,0.88636,0.87653,0.50381,1.46813,0.7877,1.22824,0.0007328,0.0007328,0.0007328
66,200.019,1.03371,0.58964,0.99343,0.77906,0.88162,0.85092,0.49256,1.45139,0.77158,1.23635,0.000713,0.000713,0.000713
67,203.123,0.99471,0.58488,0.98063,0.82941,0.88405,0.88214,0.52367,1.43902,0.76456,1.18969,0.0006932,0.0006932,0.0006932
68,206.138,1.01759,0.5858,1.00466,0.84032,0.86364,0.88148,0.52261,1.44734,0.77002,1.22547,0.0006734,0.0006734,0.0006734
69,209.349,0.99607,0.58943,0.98597,0.83807,0.82348,0.83032,0.49712,1.4545,0.83009,1.23414,0.0006536,0.0006536,0.0006536
70,212.475,0.96973,0.57981,0.97328,0.92266,0.77273,0.85288,0.51339,1.42619,0.77859,1.20542,0.0006338,0.0006338,0.0006338
71,215.474,1.01735,0.59028,1.01719,0.89111,0.79545,0.85704,0.50804,1.46974,0.76803,1.24866,0.000614,0.000614,0.000614
72,218.537,1.00914,0.58955,0.97391,0.80705,0.85568,0.8497,0.48293,1.4894,0.81178,1.28714,0.0005942,0.0005942,0.0005942
73,221.521,0.99017,0.58033,1.00229,0.81645,0.80887,0.86215,0.49946,1.45672,0.79755,1.27247,0.0005744,0.0005744,0.0005744
74,224.559,0.95384,0.57468,0.97274,0.86606,0.88183,0.89522,0.51156,1.42203,0.7614,1.23733,0.0005546,0.0005546,0.0005546
75,227.584,0.96928,0.55762,0.97819,0.85331,0.88636,0.87446,0.52607,1.4214,0.77576,1.25242,0.0005348,0.0005348,0.0005348
76,230.802,0.97877,0.56976,0.96676,0.85079,0.84091,0.83118,0.52495,1.39058,0.73855,1.23108,0.000515,0.000515,0.000515
77,234.106,0.98249,0.57315,0.9906,0.85572,0.88636,0.86988,0.52236,1.41949,0.76436,1.22134,0.0004952,0.0004952,0.0004952
78,237.348,0.95374,0.53814,0.98616,0.95764,0.84091,0.91713,0.54043,1.40973,0.71893,1.20608,0.0004754,0.0004754,0.0004754
79,240.444,0.94054,0.53238,0.95854,0.79288,0.88636,0.86449,0.52492,1.4362,0.74123,1.1991,0.0004556,0.0004556,0.0004556
80,243.601,0.9662,0.55241,0.96886,0.90327,0.84903,0.92135,0.52434,1.50102,0.78226,1.21214,0.0004358,0.0004358,0.0004358
81,246.743,0.96841,0.54229,0.97523,0.89993,0.81757,0.86946,0.51391,1.44508,0.78992,1.21322,0.000416,0.000416,0.000416
82,249.965,0.95452,0.54332,0.97567,0.8923,0.86364,0.92625,0.5275,1.40499,0.75318,1.23908,0.0003962,0.0003962,0.0003962
83,253.063,0.9565,0.54693,0.96385,0.85634,0.77273,0.82631,0.48813,1.51287,0.81192,1.27421,0.0003764,0.0003764,0.0003764
84,256.161,0.95649,0.54246,0.97114,0.87037,0.84091,0.86376,0.51349,1.38897,0.7298,1.24996,0.0003566,0.0003566,0.0003566
85,259.241,0.94843,0.52542,0.96654,0.86121,0.84624,0.85899,0.53055,1.42002,0.73893,1.246,0.0003368,0.0003368,0.0003368
86,262.467,0.91369,0.5278,0.96992,0.85753,0.88636,0.88126,0.52736,1.38709,0.738,1.23703,0.000317,0.000317,0.000317
87,265.505,0.94317,0.52073,0.98034,0.85598,0.86364,0.86951,0.50981,1.42642,0.76341,1.26036,0.0002972,0.0002972,0.0002972
88,269.031,0.91435,0.53208,0.94041,0.82732,0.84091,0.86843,0.5293,1.38204,0.7588,1.23889,0.0002774,0.0002774,0.0002774
89,271.998,0.89154,0.51059,0.93542,0.81211,0.78597,0.82873,0.51902,1.37359,0.74895,1.23203,0.0002576,0.0002576,0.0002576
90,274.979,0.90561,0.51494,0.94921,0.82181,0.86364,0.85779,0.51801,1.36102,0.725,1.22539,0.0002378,0.0002378,0.0002378
91,327.251,0.93763,0.56444,0.97557,0.87454,0.86364,0.86898,0.52598,1.39792,0.73964,1.24194,0.000218,0.000218,0.000218
92,330.035,0.96785,0.53584,0.98315,0.91776,0.81818,0.86666,0.49917,1.43603,0.72741,1.27869,0.0001982,0.0001982,0.0001982
93,332.788,0.93895,0.51655,0.97857,0.91292,0.81818,0.88478,0.52268,1.39637,0.70806,1.25199,0.0001784,0.0001784,0.0001784
94,335.612,0.91193,0.50536,0.96607,0.94959,0.85636,0.90982,0.51221,1.40069,0.72557,1.21921,0.0001586,0.0001586,0.0001586
95,338.394,0.91621,0.50066,0.9705,0.88759,0.81818,0.87023,0.50392,1.42709,0.76773,1.22253,0.0001388,0.0001388,0.0001388
96,341.215,0.87333,0.4823,0.95643,0.83489,0.88636,0.87256,0.50125,1.4445,0.75769,1.24218,0.000119,0.000119,0.000119
97,344.011,0.89771,0.47268,0.95246,0.8521,0.90909,0.91442,0.50267,1.44023,0.74084,1.24947,9.92e-05,9.92e-05,9.92e-05
98,346.857,0.88471,0.49598,0.94197,0.89843,0.84091,0.87718,0.50615,1.41903,0.7406,1.24168,7.94e-05,7.94e-05,7.94e-05
99,349.678,0.88177,0.48249,0.95872,0.89215,0.84091,0.87451,0.49862,1.41346,0.74407,1.24128,5.96e-05,5.96e-05,5.96e-05
100,352.591,0.87568,0.47232,0.95199,0.91583,0.86364,0.90755,0.50616,1.40724,0.75173,1.23463,3.98e-05,3.98e-05,3.98e-05
